PMID	Title	Authors	Citation	First.Author	Journal.Book	Publication.Year	Create.Date	PMCID	NIHMS.ID	DOI	Data Available	Open Access	Code Available	Notes
34047384	Functional brain changes associated with cognitive trajectories determine specific tDCS-induced effects among older adults	Vaqué-Alcázar L, Abellaneda-Pérez K, Solé-Padullés C, Bargalló N, Valls-Pedret C, Ros E, Sala-Llonch R, Bartrés-Faz D.	J Neurosci Res. 2021 Sep;99(9):2188-2200. doi: 10.1002/jnr.24849. Epub 2021 May 28.	Vaqué-Alcázar L	J Neurosci Res	2021	2021-05-28			10.1002/jnr.24849				
28390165	Default mode and task-positive networks connectivity during the N-Back task in remitted depressed patients with or without emotional residual symptoms	Delaveau P, Arruda Sanchez T, Steffen R, Deschet K, Jabourian M, Perlbarg V, Gasparetto EL, Dubal S, Costa E Silva J, Fossati P.	Hum Brain Mapp. 2017 Jul;38(7):3491-3501. doi: 10.1002/hbm.23603. Epub 2017 Apr 8.	Delaveau P	Hum Brain Mapp	2017	2017-04-09	PMC6866887		10.1002/hbm.23603				
28456880	Altered segregation between task-positive and task-negative regions in mild traumatic brain injury	Sours C, Kinnison J, Padmala S, Gullapalli RP, Pessoa L.	Brain Imaging Behav. 2018 Jun;12(3):697-709. doi: 10.1007/s11682-017-9724-9.	Sours C	Brain Imaging Behav	2018	2017-05-01	PMC6524959	NIHMS872502	10.1007/s11682-017-9724-9				
34622518	Pupillometry tracks cognitive load and salience network activity in a working memory functional magnetic resonance imaging task	Fietz J, Pöhlchen D, Binder FP; BeCOME Working Group, Czisch M, Sämann PG, Spoormaker VI.	Hum Brain Mapp. 2022 Feb 1;43(2):665-680. doi: 10.1002/hbm.25678. Epub 2021 Oct 8.	Fietz J	Hum Brain Mapp	2022	2021-10-08	PMC8720183		10.1002/hbm.25678				
20179754	Genetically determined measures of striatal D2 signaling predict prefrontal activity during working memory performance	Bertolino A, Taurisano P, Pisciotta NM, Blasi G, Fazio L, Romano R, Gelao B, Lo Bianco L, Lozupone M, Di Giorgio A, Caforio G, Sambataro F, Niccoli-Asabella A, Papp A, Ursini G, Sinibaldi L, Popolizio T, Sadee W, Rubini G.	PLoS One. 2010 Feb 22;5(2):e9348. doi: 10.1371/journal.pone.0009348.	Bertolino A	PLoS One	2010	2010-02-25	PMC2825256		10.1371/journal.pone.0009348				
32215994	Neural correlates of working memory function in pediatric cancer survivors treated with chemotherapy: an fMRI study	Stefancin P, Cahaney C, Parker RI, Preston T, Coulehan K, Hogan L, Duong TQ.	NMR Biomed. 2020 Jun;33(6):e4296. doi: 10.1002/nbm.4296. Epub 2020 Mar 25.	Stefancin P	NMR Biomed	2020	2020-03-28			10.1002/nbm.4296				
25132644	Hyper-coupling between working memory task-evoked activations and amplitude of spontaneous fluctuations in first-episode schizophrenia	Zhou Y, Wang Z, Zuo XN, Zhang H, Wang Y, Jiang T, Liu Z.	Schizophr Res. 2014 Oct;159(1):80-9. doi: 10.1016/j.schres.2014.07.023. Epub 2014 Aug 15.	Zhou Y	Schizophr Res	2014	2014-08-19			10.1016/j.schres.2014.07.023				
33625498	Working Memory for Signs with Poor Visual Resolution: fMRI Evidence of Reorganization of Auditory Cortex in Deaf Signers	Andin J, Holmer E, Schönström K, Rudner M.	Cereb Cortex. 2021 Jun 10;31(7):3165-3176. doi: 10.1093/cercor/bhaa400.	Andin J	Cereb Cortex	2021	2021-02-24	PMC8196262		10.1093/cercor/bhaa400				
21195187	"Working memory load modulates the auditory \What\"" and \""Where\"" neural networks"""	Leung AW, Alain C.	Neuroimage. 2011 Apr 1;55(3):1260-9. doi: 10.1016/j.neuroimage.2010.12.055. Epub 2010 Dec 30.	Leung AW	Neuroimage	2011	2011-01-04			10.1016/j.neuroimage.2010.12.055				
26965745	Hyperactivity of caudate, parahippocampal, and prefrontal regions during working memory in never-medicated persons at clinical high-risk for psychosis	Thermenos HW, Juelich RJ, DiChiara SR, Mesholam-Gately RI, Woodberry KA, Wojcik J, Makris N, Keshavan MS, Whitfield-Gabrieli S, Woo TU, Petryshen TL, Goldstein JM, Shenton ME, McCarley RW, Seidman LJ.	Schizophr Res. 2016 May;173(1-2):1-12. doi: 10.1016/j.schres.2016.02.023. Epub 2016 Mar 7.	Thermenos HW	Schizophr Res	2016	2016-03-12	PMC4836956	NIHMS767563	10.1016/j.schres.2016.02.023				
32086524	Pattern Similarity Analyses of FrontoParietal Task Coding: Individual Variation and Genetic Influences	Etzel JA, Courtney Y, Carey CE, Gehred MZ, Agrawal A, Braver TS.	Cereb Cortex. 2020 May 14;30(5):3167-3183. doi: 10.1093/cercor/bhz301.	Etzel JA	Cereb Cortex	2020	2020-02-23	PMC7197197		10.1093/cercor/bhz301				
29900481	Histamine H(3) receptor density is negatively correlated with neural activity related to working memory in humans	Ito T, Kimura Y, Seki C, Ichise M, Yokokawa K, Kawamura K, Takahashi H, Higuchi M, Zhang MR, Suhara T, Yamada M.	EJNMMI Res. 2018 Jun 14;8(1):48. doi: 10.1186/s13550-018-0406-4.	Ito T	EJNMMI Res	2018	2018-06-15	PMC5999593		10.1186/s13550-018-0406-4				
22565029	Frontal and parietal activity after sleep deprivation is dependent on task difficulty and can be predicted by the fMRI response after normal sleep	Lythe KE, Williams SC, Anderson C, Libri V, Mehta MA.	Behav Brain Res. 2012 Jul 15;233(1):62-70. doi: 10.1016/j.bbr.2012.04.050. Epub 2012 May 4.	Lythe KE	Behav Brain Res	2012	2012-05-09			10.1016/j.bbr.2012.04.050				
30930766	Effects of in-Scanner Bilateral Frontal tDCS on Functional Connectivity of the Working Memory Network in Older Adults	Nissim NR, O'Shea A, Indahlastari A, Telles R, Richards L, Porges E, Cohen R, Woods AJ.	Front Aging Neurosci. 2019 Mar 15;11:51. doi: 10.3389/fnagi.2019.00051. eCollection 2019.	Nissim NR	Front Aging Neurosci	2019	2019/04/02	PMC6428720		10.3389/fnagi.2019.00051	False	True	False	Data available upon request, used MATLAB but didn't provide code. Other software well-known
25044711	Emotion perception and executive control interact in the salience network during emotionally charged working memory processing	Luo Y, Qin S, Fernández G, Zhang Y, Klumpers F, Li H.	Hum Brain Mapp. 2014 Nov;35(11):5606-16. doi: 10.1002/hbm.22573. Epub 2014 Jul 4.	Luo Y	Hum Brain Mapp	2014	2014/07/22	PMC6869603		10.1002/hbm.22573	False	False		Some summary data available in paper; no statement about availability; doesn't appear that they used code
32307560	Intrinsic connections between thalamic sub-regions and the lateral prefrontal cortex are differentially impacted by acute methylphenidate	Gorka AX, Lago TR, Balderston N, Torrisi S, Fuchs B, Grillon C, Ernst M.	Psychopharmacology (Berl). 2020 Jun;237(6):1873-1883. doi: 10.1007/s00213-020-05505-z. Epub 2020 Apr 19.	Gorka AX	Psychopharmacology (Berl)	2020	2020/04/21	PMC7437544	NIHMS1617803	10.1007/s00213-020-05505-z	False	False	False	Some summary data in supplement; they mention a python file (potentially from another paper) but don't provide it.
27591184	Association of functional genetic variation in PP2A with prefrontal working memory processing	Rampino A, Di Carlo P, Fazio L, Ursini G, Pergola G, De Virgilio C, Gadaleta G, Giordano GM, Bertolino A, Blasi G.	Behav Brain Res. 2017 Jan 1;316:125-130. doi: 10.1016/j.bbr.2016.08.054. Epub 2016 Aug 31.	Rampino A	Behav Brain Res	2017	2016/09/04			10.1016/j.bbr.2016.08.054	False	False	False	Used two publicly-available datasets, as described in methods. But, one of them is not accessible online anymore. Also, patient data not available. Say that they use R but don't provide code.
27536945	Effect of Mild Thyrotoxicosis on Performance and Brain Activations in a Working Memory Task	Göbel A, Heldmann M, Göttlich M, Dirk AL, Brabant G, Münte TF.	PLoS One. 2016 Aug 18;11(8):e0161552. doi: 10.1371/journal.pone.0161552. eCollection 2016.	Göbel A	PLoS One	2016	2016/08/19	PMC4990413		10.1371/journal.pone.0161552	True	True	False	Dataset available online, in public domain
32016430	Connectomic Underpinnings of Working Memory Deficits in Schizophrenia: Evidence From a replication fMRI study	Yang J, Pu W, Wu G, Chen E, Lee E, Liu Z, Palaniyappan L.	Schizophr Bull. 2020 Jul 8;46(4):916-926. doi: 10.1093/schbul/sbz137.	Yang J	Schizophr Bull	2020	2020/02/05	PMC7345823		10.1093/schbul/sbz137	False	False	False	Raw data not in supplement; pre-processing explained in supplement, but code not provided
20117145	Gender-specific hemodynamics in prefrontal cortex during a verbal working memory task by near-infrared spectroscopy	Li T, Luo Q, Gong H.	Behav Brain Res. 2010 May 1;209(1):148-53. doi: 10.1016/j.bbr.2010.01.033. Epub 2010 Jan 29.	Li T	Behav Brain Res	2010	2010/02/02			10.1016/j.bbr.2010.01.033	False	False	False	No code; perhaps only basic statistics used
21983180	Phasic deactivation of the medial temporal lobe enables working memory processing under stress	Cousijn H, Rijpkema M, Qin S, van Wingen GA, Fernández G.	Neuroimage. 2012 Jan 16;59(2):1161-7. doi: 10.1016/j.neuroimage.2011.09.027. Epub 2011 Oct 1.	Cousijn H	Neuroimage	2012	2011/10/11			10.1016/j.neuroimage.2011.09.027	False	False	False	
25904425	The effects of nicotine and non-nicotine smoking factors on working memory and associated brain function	McClernon FJ, Froeliger B, Rose JE, Kozink RV, Addicott MA, Sweitzer MM, Westman EC, Van Wert DM.	Addict Biol. 2016 Jul;21(4):954-61. doi: 10.1111/adb.12253. Epub 2015 Apr 22.	McClernon FJ	Addict Biol	2016	2015/04/24	PMC4618271	NIHMS692796	10.1111/adb.12253	False	False	False	Summary data available
23029437	Effects of aging on cerebral oxygenation during working-memory performance: a functional near-infrared spectroscopy study	Vermeij A, van Beek AH, Olde Rikkert MG, Claassen JA, Kessels RP.	PLoS One. 2012;7(9):e46210. doi: 10.1371/journal.pone.0046210. Epub 2012 Sep 28.	Vermeij A	PLoS One	2012	2012/10/03	PMC3460859		10.1371/journal.pone.0046210	False	True	False	No dataset provided; some equations provided in methods section for stat analysis but no full code.
20227857	fMRI abnormalities in dorsolateral prefrontal cortex during a working memory task in manic, euthymic and depressed bipolar subjects	Townsend J, Bookheimer SY, Foland-Ross LC, Sugar CA, Altshuler LL.	Psychiatry Res. 2010 Apr 30;182(1):22-9. doi: 10.1016/j.pscychresns.2009.11.010. Epub 2010 Mar 15.	Townsend J	Psychiatry Res	2010	2010/03/16	PMC2918407	NIHMS190838	10.1016/j.pscychresns.2009.11.010	False	False	False	Extensive summary data but no raw data; pre-processing steps described but no code
24313336	Neural correlates of clinical improvement after deep transcranial magnetic stimulation (DTMS) for treatment-resistant depression: a case report using functional magnetic resonance imaging	Harvey PO, Van den Eynde F, Zangen A, Berlim MT.	Neurocase. 2015 Feb;21(1):16-22. doi: 10.1080/13554794.2013.860173. Epub 2013 Dec 7.	Harvey PO	Neurocase	2015	2013/12/10			10.1080/13554794.2013.860173	False	False	False	
30359729	Regional excitation-inhibition balance predicts default-mode network deactivation via functional connectivity	Gu H, Hu Y, Chen X, He Y, Yang Y.	Neuroimage. 2019 Jan 15;185:388-397. doi: 10.1016/j.neuroimage.2018.10.055. Epub 2018 Oct 22.	Gu H	Neuroimage	2019	2018/10/26	PMC8284909	NIHMS1716443	10.1016/j.neuroimage.2018.10.055	False	False	False	Summary data in supplement; statistics and MLE described but code not provided
20849856	Increased memory load-related frontal activation after estradiol treatment in postmenopausal women	Dumas JA, Kutz AM, Naylor MR, Johnson JV, Newhouse PA.	Horm Behav. 2010 Nov;58(5):929-35. doi: 10.1016/j.yhbeh.2010.09.003. Epub 2010 Sep 19.	Dumas JA	Horm Behav	2010	2010/09/21	PMC2982897	NIHMS237984	10.1016/j.yhbeh.2010.09.003	False	False	False	Pre-processing described, but no code given; some summary data provided but not full dataset
31904907	Anterior cingulate cortex differently modulates frontoparietal functional connectivity between resting-state and working memory tasks	Di X, Zhang H, Biswal BB.	Hum Brain Mapp. 2020 May;41(7):1797-1805. doi: 10.1002/hbm.24912. Epub 2020 Jan 6.	Di X	Hum Brain Mapp	2020	2020/01/07	PMC7268054		10.1002/hbm.24912	False	True	False	Data only available upon request
35046782	Is There Any Relationship Between Biochemical Indices and Anthropometric Measurements With Dorsolateral Prefrontal Cortex Activation Among Older Adults With Mild Cognitive Impairment?	You YX, Shahar S, Mohamad M, Rajab NF, Che Din N, Lau HJ, Abdul Hamid H.	Front Hum Neurosci. 2022 Jan 3;15:765451. doi: 10.3389/fnhum.2021.765451. eCollection 2021.	You YX	Front Hum Neurosci	2022	2022/01/20	PMC8762169		10.3389/fnhum.2021.765451	False	True	False	Claim some data is available but only summary provided, the rest is available on request; no code provided but some stats presented in tables.
32063839	A Machine Learning Approach to the Differentiation of Functional Magnetic Resonance Imaging Data of Chronic Fatigue Syndrome (CFS) From a Sedentary Control	Provenzano D, Washington SD, Baraniuk JN.	Front Comput Neurosci. 2020 Jan 29;14:2. doi: 10.3389/fncom.2020.00002. eCollection 2020.	Provenzano D	Front Comput Neurosci	2020	2020/02/18	PMC7000378		10.3389/fncom.2020.00002	False	True	False	Some data on voxels provided but no raw scans; somewhat unclear about code.
31795049	Deficits in executive function and suppression of default mode network in obesity	Syan SK, Owens MM, Goodman B, Epstein LH, Meyre D, Sweet LH, MacKillop J.	Neuroimage Clin. 2019;24:102015. doi: 10.1016/j.nicl.2019.102015. Epub 2019 Oct 26.	Syan SK	Neuroimage Clin	2019	2019/12/05	PMC6861638		10.1016/j.nicl.2019.102015	False	True	False	No raw datasets; discussion of stats but no code
19081580	Working memory dysfunction in obsessive-compulsive disorder: a neuropsychological and functional MRI study	Nakao T, Nakagawa A, Nakatani E, Nabeyama M, Sanematsu H, Yoshiura T, Togao O, Tomita M, Masuda Y, Yoshioka K, Kuroki T, Kanba S.	J Psychiatr Res. 2009 May;43(8):784-91. doi: 10.1016/j.jpsychires.2008.10.013. Epub 2008 Dec 10.	Nakao T	J Psychiatr Res	2009	2008/12/17			10.1016/j.jpsychires.2008.10.013	False	False	False	Summary stats only; No data statement; no code for stats.
28432773	Transition of the functional brain network related to increasing cognitive demands	Finc K, Bonna K, Lewandowska M, Wolak T, Nikadon J, Dreszer J, Duch W, Kühn S.	Hum Brain Mapp. 2017 Jul;38(7):3659-3674. doi: 10.1002/hbm.23621. Epub 2017 Apr 22.	Finc K	Hum Brain Mapp	2017	2017/04/23	PMC6866963		10.1002/hbm.23621	False	False	False	Supplement does not contain data; stats mentioned in the paper but code not available
33422594	Comparing verbal working memory load in auditory and visual modalities using functional near-infrared spectroscopy	Rovetti J, Goy H, Nurgitz R, Russo FA.	Behav Brain Res. 2021 Mar 26;402:113102. doi: 10.1016/j.bbr.2020.113102. Epub 2021 Jan 7.	Rovetti J	Behav Brain Res	2021	2021/01/10			10.1016/j.bbr.2020.113102				
16157491	Limbic over-activity in depression during preserved performance on the n-back task	Rose EJ, Simonotto E, Ebmeier KP.	Neuroimage. 2006 Jan 1;29(1):203-15. doi: 10.1016/j.neuroimage.2005.07.002. Epub 2005 Sep 12.	Rose EJ	Neuroimage	2006	2005/09/15			10.1016/j.neuroimage.2005.07.002				
25352455	Effects of task-irrelevant emotional stimuli on working memory processes in mild cognitive impairment	Berger C, Erbe AK, Ehlers I, Marx I, Hauenstein K, Teipel S.	J Alzheimers Dis. 2015;44(2):439-53. doi: 10.3233/JAD-141848.	Berger C	J Alzheimers Dis	2015	2014/10/30			10.3233/JAD-141848				
33168945	Change in prefrontal activity and executive functions after action-based cognitive remediation in bipolar disorder: a randomized controlled trial	Ott CV, Macoveanu J, Bowie CR, Fisher PM, Knudsen GM, Kessing LV, Miskowiak KW.	Neuropsychopharmacology. 2021 May;46(6):1113-1121. doi: 10.1038/s41386-020-00901-7. Epub 2020 Nov 9.	Ott CV	Neuropsychopharmacology	2021	2020/11/10	PMC8115100		10.1038/s41386-020-00901-7				
30478031	Dopamine D(2/3) Binding Potential Modulates Neural Signatures of Working Memory in a Load-Dependent Fashion	Salami A, Garrett DD, Wåhlin A, Rieckmann A, Papenberg G, Karalija N, Jonasson L, Andersson M, Axelsson J, Johansson J, Riklund K, Lövdén M, Lindenberger U, Bäckman L, Nyberg L.	J Neurosci. 2019 Jan 16;39(3):537-547. doi: 10.1523/JNEUROSCI.1493-18.2018. Epub 2018 Nov 26.	Salami A	J Neurosci	2019	2018/11/28	PMC6335744		10.1523/JNEUROSCI.1493-18.2018				
34509780	Affective episodes in recently diagnosed patients with bipolar disorder associated with altered working memory-related prefrontal cortex activity: A longitudinal fMRI study	Macoveanu J, Kjærstad HL, Vinberg M, Harmer C, Fisher PM, Knudsen GM, Kessing LV, Miskowiak KW.	J Affect Disord. 2021 Dec 1;295:647-656. doi: 10.1016/j.jad.2021.08.110. Epub 2021 Sep 4.	Macoveanu J	J Affect Disord	2021	2021/09/12			10.1016/j.jad.2021.08.110				
17828390	Differential effects of erythropoietin on neural and cognitive measures of executive function 3 and 7 days post-administration	Miskowiak K, Inkster B, O'Sullivan U, Selvaraj S, Goodwin GM, Harmer CJ.	Exp Brain Res. 2008 Jan;184(3):313-21. doi: 10.1007/s00221-007-1102-1. Epub 2007 Sep 8.	Miskowiak K	Exp Brain Res	2008	2007/09/11			10.1007/s00221-007-1102-1				
24772453	Feasibility and Findings from a Novel Working Memory fMRI Paradigm in Multiple Sclerosis	Nelson F, Steinberg J.	J Neurol Disord Stroke. 2013 Sep;1(2):1011.	Nelson F	J Neurol Disord Stroke	2013	2014/04/29	PMC3996842	NIHMS558333					
18620789	Brain activation and deactivation during location and color working memory tasks in 11-13-year-old children	Vuontela V, Steenari MR, Aronen ET, Korvenoja A, Aronen HJ, Carlson S.	Brain Cogn. 2009 Feb;69(1):56-64. doi: 10.1016/j.bandc.2008.05.010. Epub 2008 Jul 11.	Vuontela V	Brain Cogn	2009	2008/07/16			10.1016/j.bandc.2008.05.010				
31873799	Functional and structural correlates of working memory performance and stability in healthy older adults	Vaqué-Alcázar L, Sala-Llonch R, Abellaneda-Pérez K, Coll-Padrós N, Valls-Pedret C, Bargalló N, Ros E, Bartrés-Faz D.	Brain Struct Funct. 2020 Jan;225(1):375-386. doi: 10.1007/s00429-019-02009-1. Epub 2019 Dec 23.	Vaqué-Alcázar L	Brain Struct Funct	2020	2019/12/25			10.1007/s00429-019-02009-1				
27489137	Angular default mode network connectivity across working memory load	Vatansever D, Manktelow AE, Sahakian BJ, Menon DK, Stamatakis EA.	Hum Brain Mapp. 2017 Jan;38(1):41-52. doi: 10.1002/hbm.23341. Epub 2016 Aug 4.	Vatansever D	Hum Brain Mapp	2017	2016/08/05	PMC6866899		10.1002/hbm.23341				
34642836	Effects of Ketamine and Midazolam on Simultaneous EEG/fMRI Data During Working Memory Processes	Forsyth AEM, McMillan R, Dukart J, Hipp JF, Muthukumaraswamy SD.	Brain Topogr. 2021 Nov;34(6):863-880. doi: 10.1007/s10548-021-00876-8. Epub 2021 Oct 13.	Forsyth AEM	Brain Topogr	2021	2021/10/13			10.1007/s10548-021-00876-8				
32451322	Behavioral and Neural Signatures of Working Memory in Childhood	Rosenberg MD, Martinez SA, Rapuano KM, Conley MI, Cohen AO, Cornejo MD, Hagler DJ Jr, Meredith WJ, Anderson KM, Wager TD, Feczko E, Earl E, Fair DA, Barch DM, Watts R, Casey BJ.	J Neurosci. 2020 Jun 24;40(26):5090-5104. doi: 10.1523/JNEUROSCI.2841-19.2020. Epub 2020 May 25.	Rosenberg MD	J Neurosci	2020	2020/05/27	PMC7314411		10.1523/JNEUROSCI.2841-19.2020				
24038570	Effect of baseline cannabis use and working-memory network function on changes in cannabis use in heavy cannabis users: a prospective fMRI study	Cousijn J, Wiers RW, Ridderinkhof KR, van den Brink W, Veltman DJ, Goudriaan AE.	Hum Brain Mapp. 2014 May;35(5):2470-82. doi: 10.1002/hbm.22342. Epub 2013 Sep 3.	Cousijn J	Hum Brain Mapp	2014	2013/09/17	PMC6869744		10.1002/hbm.22342				
11728837	De-coupling of cognitive performance and cerebral functional response during working memory in schizophrenia	Honey GD, Bullmore ET, Sharma T.	Schizophr Res. 2002 Jan 1;53(1-2):45-56. doi: 10.1016/s0920-9964(01)00154-2.	Honey GD	Schizophr Res	2002	2001/12/01			10.1016/s0920-9964(01)00154-2				
31248185	Uncovering Dynamic Brain Reconfiguration in MEG Working Memory n-Back Task Using Topological Data Analysis	Duman AN, Tatar AE, Pirim H.	Brain Sci. 2019 Jun 19;9(6):144. doi: 10.3390/brainsci9060144.	Duman AN	Brain Sci	2019	2019/06/29	PMC6628086		10.3390/brainsci9060144				
22986643	Spatial working memory impairment in subclinical hypothyroidism: an FMRI study	Yin JJ, Liao LM, Luo DX, Xu K, Ma SH, Wang ZX, Le HB, Huang RR, Cai ZL, Zhang J.	Neuroendocrinology. 2013;97(3):260-70. doi: 10.1159/000343201. Epub 2012 Nov 15.	Yin JJ	Neuroendocrinology	2013	2012/09/19			10.1159/000343201				
22349440	Aberrant anterior cingulate activation in obsessive-compulsive disorder is related to task complexity	Koch K, Wagner G, Schachtzabel C, Peikert G, Schultz CC, Sauer H, Schlösser RG.	Neuropsychologia. 2012 Apr;50(5):958-64. doi: 10.1016/j.neuropsychologia.2012.02.002. Epub 2012 Feb 13.	Koch K	Neuropsychologia	2012	2012/02/22			10.1016/j.neuropsychologia.2012.02.002				
33344703	Brain activity during a post-stress working memory task differs between the hormone-present and hormone-absent phase of hormonal contraception	Herrera AY, Velasco R, Faude S, White JD, Opitz PC, Huang R, Tu K, Mather M.	Neurobiol Stress. 2020 Aug 21;13:100248. doi: 10.1016/j.ynstr.2020.100248. eCollection 2020 Nov.	Herrera AY	Neurobiol Stress	2020	2020/12/21	PMC7739035		10.1016/j.ynstr.2020.100248				
20455867	Established donepezil treatment modulates task relevant regional brain activation in early Alzheimer's disease	McGeown WJ, Shanks MF, Forbes-McKay KE, Waiter GD, Elrick I, Venneri MG, Venneri A.	Curr Alzheimer Res. 2010 Aug;7(5):415-27. doi: 10.2174/156720510791383877.	McGeown WJ	Curr Alzheimer Res	2010	2010/05/12			10.2174/156720510791383877				
15652316	Functional connectivity in an fMRI working memory task in high-functioning autism	Koshino H, Carpenter PA, Minshew NJ, Cherkassky VL, Keller TA, Just MA.	Neuroimage. 2005 Feb 1;24(3):810-21. doi: 10.1016/j.neuroimage.2004.09.028. Epub 2004 Nov 24.	Koshino H	Neuroimage	2005	2005/01/18			10.1016/j.neuroimage.2004.09.028				
33295151	Functional imaging in youth at risk for transdiagnostic serious mental illness: Initial results from the PROCAN study	Metzak PD, Addington J, Hassel S, Goldstein BI, MacIntosh BJ, Lebel C, Wang JL, Kennedy SH, MacQueen GM, Bray S.	Early Interv Psychiatry. 2021 Oct;15(5):1276-1291. doi: 10.1111/eip.13078. Epub 2020 Dec 8.	Metzak PD	Early Interv Psychiatry	2021	2020-12-09			10.1111/eip.13078	False	False	False	
35032903	Altered working memory-related brain activity in children at familial high risk for psychosis: A preliminary study	van Gool KCA, Collin G, Bauer CCC, Molokotos E, Mesholam-Gately RI, Thermenos HW, Seidman LJ, Gabrieli JDE, Whitfield-Gabrieli S, Keshavan MS.	Schizophr Res. 2022 Jan 12;240:186-192. doi: 10.1016/j.schres.2021.12.030. Online ahead of print.	van Gool KCA	Schizophr Res	2022	2022-01-15			10.1016/j.schres.2021.12.030	False	True	False	
23876923	Functional neuroimaging of the interference between working memory and the control of periodic ankle movement timing	Johannsen L, Li KZ, Chechlacz M, Bibi A, Kourtzi Z, Wing AM.	Neuropsychologia. 2013 Sep;51(11):2142-53. doi: 10.1016/j.neuropsychologia.2013.07.009. Epub 2013 Jul 19.	Johannsen L	Neuropsychologia	2013	2013-07-24	PMC4410789		10.1016/j.neuropsychologia.2013.07.009	False	True	False	
16488627	A rapid fMRI task battery for mapping of visual, motor, cognitive, and emotional function	Drobyshevsky A, Baumann SB, Schneider W.	Neuroimage. 2006 Jun;31(2):732-44. doi: 10.1016/j.neuroimage.2005.12.016. Epub 2006 Feb 20.	Drobyshevsky A	Neuroimage	2006	2006-02-21	PMC1620013	NIHMS10949	10.1016/j.neuroimage.2005.12.016	False	True	False	
21812622	Frontopolar cortical inefficiency may underpin reward and working memory dysfunction in bipolar disorder	Jogia J, Dima D, Kumari V, Frangou S.	World J Biol Psychiatry. 2012 Dec;13(8):605-15. doi: 10.3109/15622975.2011.585662. Epub 2011 Aug 3.	Jogia J	World J Biol Psychiatry	2012	2011-08-05			10.3109/15622975.2011.585662	False	False	False	
29284140	Effective connectivity during working memory and resting states: A DCM study	Jung K, Friston KJ, Pae C, Choi HH, Tak S, Choi YK, Park B, Park CA, Cheong C, Park HJ.	Neuroimage. 2018 Apr 1;169:485-495. doi: 10.1016/j.neuroimage.2017.12.067. Epub 2017 Dec 25.	Jung K	Neuroimage	2018	2017-12-29			10.1016/j.neuroimage.2017.12.067	False	True	False	
19712703	Differential dorsolateral prefrontal cortex activation during a verbal n-back task according to sensory modality	Rodriguez-Jimenez R, Avila C, Garcia-Navarro C, Bagney A, Aragon AM, Ventura-Campos N, Martinez-Gras I, Forn C, Ponce G, Rubio G, Jimenez-Arriero MA, Palomo T.	Behav Brain Res. 2009 Dec 14;205(1):299-302. doi: 10.1016/j.bbr.2009.08.022. Epub 2009 Aug 25.	Rodriguez-Jimenez R	Behav Brain Res	2009	2009-08-29			10.1016/j.bbr.2009.08.022	False	False	False	
30870456	Impact of pressure as a tactile stimulus on working memory in healthy participants	Dehghan Nayyeri M, Burgmer M, Pfleiderer B.	PLoS One. 2019 Mar 14;14(3):e0213070. doi: 10.1371/journal.pone.0213070. eCollection 2019.	Dehghan Nayyeri M	PLoS One	2019	2019-03-15	PMC6417705		10.1371/journal.pone.0213070	True	True	False	
18771738	A longitudinal fMRI study of working memory in severe TBI patients with diffuse axonal injury	Sanchez-Carrion R, Fernandez-Espejo D, Junque C, Falcon C, Bargallo N, Roig T, Bernabeu M, Tormos JM, Vendrell P.	Neuroimage. 2008 Nov 15;43(3):421-9. doi: 10.1016/j.neuroimage.2008.08.003. Epub 2008 Aug 15.	Sanchez-Carrion R	Neuroimage	2008	2008-09-06			10.1016/j.neuroimage.2008.08.003	False	True	False	
29560881	Neuroimaging Intermediate Phenotypes of Executive Control Dysfunction in Schizophrenia	Sutcliffe G, Harneit A, Tost H, Meyer-Lindenberg A.	Biol Psychiatry Cogn Neurosci Neuroimaging. 2016 May;1(3):218-229. doi: 10.1016/j.bpsc.2016.03.002. Epub 2016 Mar 17.	Sutcliffe G	Biol Psychiatry Cogn Neurosci Neuroimaging	2016	2018-03-22			10.1016/j.bpsc.2016.03.002				Review
34337670	Imbalance Between Prefronto-Thalamic and Sensorimotor-Thalamic Circuitries Associated with Working Memory Deficit in Schizophrenia	Wu G, Palaniyappan L, Zhang M, Yang J, Xi C, Liu Z, Xue Z, Ouyang X, Tao H, Zhang J, Luo Q, Pu W.	Schizophr Bull. 2022 Jan 21;48(1):251-261. doi: 10.1093/schbul/sbab086.	Wu G	Schizophr Bull	2022	2021-08-02	PMC8781324		10.1093/schbul/sbab086	False	False	False	
17430361	An fMRI study of working memory for schematic facial expressions	Beneventi H, Barndon R, Ersland L, Hugdahl K.	Scand J Psychol. 2007 Apr;48(2):81-6. doi: 10.1111/j.1467-9450.2007.00536.x.	Beneventi H	Scand J Psychol	2007	2007-04-14			10.1111/j.1467-9450.2007.00536.x				
28578155	Prefrontal-parietal effective connectivity during working memory in older adults	Heinzel S, Lorenz RC, Duong QL, Rapp MA, Deserno L.	Neurobiol Aging. 2017 Sep;57:18-27. doi: 10.1016/j.neurobiolaging.2017.05.005. Epub 2017 May 10.	Heinzel S	Neurobiol Aging	2017	2017-06-05			10.1016/j.neurobiolaging.2017.05.005				
